gene_name	transcript_id
Inpp4a	ENSMUST00000140264.7
Inpp4a	ENSMUST00000132401.7
Inpp4a	ENSMUST00000136846.7
Inpp4a	ENSMUST00000132615.7
Inpp4a	ENSMUST00000193774.5
Inpp4a	ENSMUST00000137266.7
Inpp4a	ENSMUST00000058307.14
Inpp4a	ENSMUST00000114933.8
Inpp4a	ENSMUST00000168546.2
4930439A04Rik	ENSMUST00000137241.1
Gm37135	ENSMUST00000192652.1
Coa5	ENSMUST00000027286.6
Unc50	ENSMUST00000114925.9
Unc50	ENSMUST00000027285.12
Unc50	ENSMUST00000118059.2
Mgat4a	ENSMUST00000042161.14
Mgat4a	ENSMUST00000151952.7
Mgat4a	ENSMUST00000154819.7
Mgat4a	ENSMUST00000143636.7
4930594C11Rik	ENSMUST00000192316.1
Gm43213	ENSMUST00000151866.1
2010300C02Rik	ENSMUST00000162875.7
4930556I23Rik	ENSMUST00000160659.1
4930470B04Rik	ENSMUST00000192005.1
Gm19863	ENSMUST00000192480.1
Tsga10	ENSMUST00000041815.14
Tsga10	ENSMUST00000114902.7
Tsga10	ENSMUST00000239367.1
Tsga10	ENSMUST00000088072.9
Tsga10	ENSMUST00000123082.8
Tsga10	ENSMUST00000155852.6
Tsga10	ENSMUST00000193669.1
Gm26805	ENSMUST00000181885.1
Lipt1	ENSMUST00000041621.4
Mitd1	ENSMUST00000139725.7
Mitd1	ENSMUST00000027257.9
Mrpl30	ENSMUST00000027256.11
Mrpl30	ENSMUST00000193673.5
Mrpl30	ENSMUST00000195373.1
Lyg2	ENSMUST00000078307.6
Gm15457	ENSMUST00000129513.1
Lyg1	ENSMUST00000027254.9
Lyg1	ENSMUST00000114894.1
Gm23409	ENSMUST00000158516.1
Txndc9	ENSMUST00000162031.7
Txndc9	ENSMUST00000193832.5
Txndc9	ENSMUST00000195247.5
Txndc9	ENSMUST00000192960.5
Txndc9	ENSMUST00000195032.5
Eif5b	ENSMUST00000027252.7
Rev1	ENSMUST00000027251.11
Gm37062	ENSMUST00000195028.1
Gm5099	ENSMUST00000194892.1
Aff3	ENSMUST00000095027.8
Aff3	ENSMUST00000238906.1
Aff3	ENSMUST00000039827.13
Gm16150	ENSMUST00000127620.1
Gm16151	ENSMUST00000129696.1
Gm16152	ENSMUST00000143261.7
Gm16152	ENSMUST00000131663.1
Gm34727	ENSMUST00000195175.1
Gm38135	ENSMUST00000195068.1
2610300A13Rik	ENSMUST00000192930.1
Lonrf2	ENSMUST00000147695.8
Lonrf2	ENSMUST00000039612.4
Chst10	ENSMUST00000027249.11
Chst10	ENSMUST00000193441.5
Chst10	ENSMUST00000194361.5
Gm37707	ENSMUST00000195309.1
Gm6621	ENSMUST00000193251.1
Nms	ENSMUST00000088029.7
Pdcl3	ENSMUST00000027247.10
Gm37309	ENSMUST00000194994.1
Gm37821	ENSMUST00000195476.1
Gm37091	ENSMUST00000195455.1
Mir6349	ENSMUST00000184059.1
Npas2	ENSMUST00000056815.8
Gm20428	ENSMUST00000174365.1
Gm3617	ENSMUST00000173076.1
Rpl31	ENSMUST00000086535.11
Rpl31	ENSMUST00000194746.5
Rpl31	ENSMUST00000178079.7
Rpl31	ENSMUST00000179954.7
Rpl31	ENSMUST00000195123.5
Tbc1d8	ENSMUST00000054462.10
Tbc1d8	ENSMUST00000193823.1
Gm37265	ENSMUST00000191698.1
Gm24826	ENSMUST00000083695.2
Gm24826	ENSMUST00000197298.1
Cnot11	ENSMUST00000161515.7
Cnot11	ENSMUST00000003219.13
Gm15832	ENSMUST00000146314.1
Snord89	ENSMUST00000104516.1
Rnf149	ENSMUST00000062525.10
Rnf149	ENSMUST00000195705.1
Gm23722	ENSMUST00000083002.1
Gm5100	ENSMUST00000195631.1
Creg2	ENSMUST00000053355.5
D930019O06Rik	ENSMUST00000181841.1
Rfx8	ENSMUST00000151913.2
Gm3646	ENSMUST00000171319.3
1700066B17Rik	ENSMUST00000187091.6
1700066B17Rik	ENSMUST00000191299.6
Map4k4	ENSMUST00000168431.6
Map4k4	ENSMUST00000163854.8
Map4k4	ENSMUST00000193682.5
Map4k4	ENSMUST00000195860.5
Map4k4	ENSMUST00000195259.5
Map4k4	ENSMUST00000195636.5
Map4k4	ENSMUST00000192509.5
4930456G14Rik	ENSMUST00000193054.1
Il1r2	ENSMUST00000027243.12
Gm16894	ENSMUST00000181756.2
Gm37347	ENSMUST00000193969.1
Il1r1	ENSMUST00000027241.10
Il1r1	ENSMUST00000114795.2
Gm38070	ENSMUST00000191850.1
Il1rl2	ENSMUST00000095020.8
Il1rl2	ENSMUST00000194296.5
Gm17970	ENSMUST00000192199.1
Il1rl1	ENSMUST00000174335.7
Il1rl1	ENSMUST00000097772.9
Il1rl1	ENSMUST00000173514.7
Il1rl1	ENSMUST00000053043.7
Il18r1	ENSMUST00000167723.7
Il18r1	ENSMUST00000193391.5
Il18r1	ENSMUST00000193793.5
Il18r1	ENSMUST00000087983.7
Il18r1	ENSMUST00000195684.5
Il18r1	ENSMUST00000108044.3
Il18rap	ENSMUST00000027237.11
Gm35801	ENSMUST00000193927.1
Slc9a4	ENSMUST00000027233.8
Gm37435	ENSMUST00000192078.1
Slc9a2	ENSMUST00000027231.12
Slc9a2	ENSMUST00000192345.1
Gm37623	ENSMUST00000193691.1
Gm37915	ENSMUST00000195134.1
Mfsd9	ENSMUST00000039672.5
Tmem182	ENSMUST00000114765.3
Gm5973	ENSMUST00000178542.2
4930448I06Rik	ENSMUST00000194002.1
Gm28634	ENSMUST00000191087.1
Gm29260	ENSMUST00000186391.1
Gm5267	ENSMUST00000191574.1
Gm8176	ENSMUST00000191297.1
Gm9915	ENSMUST00000066196.1
Gm29664	ENSMUST00000191125.1
Gm28175	ENSMUST00000209336.1
Gm28140	ENSMUST00000190148.1
Gm37047	ENSMUST00000191992.1
Pantr1	ENSMUST00000181660.7
Pantr1	ENSMUST00000176154.2
Pantr1	ENSMUST00000186656.6
Pantr1	ENSMUST00000185599.1
Pantr1	ENSMUST00000177136.2
4930420N18Rik	ENSMUST00000191831.1
Pou3f3	ENSMUST00000239323.1
Pou3f3	ENSMUST00000054883.3
Gm20646	ENSMUST00000199521.4
Gm20646	ENSMUST00000176807.2
Pantr2	ENSMUST00000180589.1
Dalir	ENSMUST00000188773.1
Mrps9	ENSMUST00000057208.12
Gm23126	ENSMUST00000104260.1
Gpr45	ENSMUST00000179766.2
Gpr45	ENSMUST00000114761.1
Gm24001	ENSMUST00000158463.1
Tgfbrap1	ENSMUST00000095014.7
Tgfbrap1	ENSMUST00000186694.6
Gm28782	ENSMUST00000185980.1
8430432A02Rik	ENSMUST00000039080.3
AI597479	ENSMUST00000010434.7
Fhl2	ENSMUST00000008280.13
Fhl2	ENSMUST00000185893.1
Gm8210	ENSMUST00000178557.1
Gm29040	ENSMUST00000189899.1
Gm29610	ENSMUST00000187749.1
Gm29041	ENSMUST00000189199.1
Nck2	ENSMUST00000086421.8
Gm37536	ENSMUST00000194710.1
Gm38228	ENSMUST00000193169.1
Ecrg4	ENSMUST00000027217.8
Gm29155	ENSMUST00000186289.1
Gm29155	ENSMUST00000185910.1
Gm29157	ENSMUST00000188753.1
Gm29156	ENSMUST00000187764.1
Uxs1	ENSMUST00000126008.7
Gm16103	ENSMUST00000163003.1
Gm19587	ENSMUST00000191395.1
Gm8241	ENSMUST00000189286.1
Gm26352	ENSMUST00000158223.1
Gm24180	ENSMUST00000179961.1
Tpp2	ENSMUST00000087933.9
Tpp2	ENSMUST00000188313.6
Mettl21c	ENSMUST00000061421.3
Gm15838	ENSMUST00000161575.1
Gm8251	ENSMUST00000238662.1
Gm8251	ENSMUST00000168641.1
Tex30	ENSMUST00000027215.11
Tex30	ENSMUST00000156392.7
Tex30	ENSMUST00000128190.7
Tex30	ENSMUST00000147571.7
Tex30	ENSMUST00000133677.7
Tex30	ENSMUST00000150911.7
Tex30	ENSMUST00000152239.7
Gm29247	ENSMUST00000148542.7
Poglut2	ENSMUST00000065767.8
Poglut2	ENSMUST00000027213.13
Bivm	ENSMUST00000035991.7
Bivm	ENSMUST00000114709.2
Ercc5	ENSMUST00000027214.3
Mettl21e	ENSMUST00000054801.3
Gm15833	ENSMUST00000161563.1
Gm5700	ENSMUST00000191483.1
Gm28893	ENSMUST00000190951.1
Txn-ps1	ENSMUST00000186385.1
Gulp1	ENSMUST00000074525.9
Gulp1	ENSMUST00000160854.7
Gulp1	ENSMUST00000162600.1
Gm37626	ENSMUST00000194332.1
Gm16102	ENSMUST00000160955.1
4930521E06Rik	ENSMUST00000186732.1
Gm38110	ENSMUST00000194594.1
Gm3489	ENSMUST00000190083.1
Gm19480	ENSMUST00000185547.1
Gm3496	ENSMUST00000188283.1
Gm5268	ENSMUST00000189212.1
Col3a1	ENSMUST00000087883.12
Gm47302	ENSMUST00000198698.1
Col5a2	ENSMUST00000086430.4
Gm38211	ENSMUST00000192814.1
Gm8296	ENSMUST00000185597.1
Gm7063	ENSMUST00000186840.1
Gm8304	ENSMUST00000185744.1
Gm23216	ENSMUST00000179545.1
Gm23974	ENSMUST00000083321.1
Gm8307	ENSMUST00000187682.1
Gm23984	ENSMUST00000157139.1
Wdr75	ENSMUST00000027139.14
Gm28906	ENSMUST00000191371.1
Gm5526	ENSMUST00000153604.1
Gm5269	ENSMUST00000183590.1
Gm18303	ENSMUST00000190055.1
Slc40a1	ENSMUST00000027137.10
Gm9496	ENSMUST00000191295.1
Rpl23a-ps1	ENSMUST00000085632.3
Gm3852	ENSMUST00000182781.1
Stk-ps2	ENSMUST00000051224.7
Stk-ps2	ENSMUST00000187808.1
Gm18849	ENSMUST00000189861.1
Dnah7b	ENSMUST00000069293.9
Dnah7b	ENSMUST00000238212.1
n-R5s211	ENSMUST00000093689.1
Gm8326	ENSMUST00000188705.1
Dnah7c	ENSMUST00000189749.6
Dnah7c	ENSMUST00000178395.1
Slc39a10	ENSMUST00000027131.5
Gm28151	ENSMUST00000189404.1
Gm37393	ENSMUST00000195118.1
Gm28527	ENSMUST00000185210.1
Gm28825	ENSMUST00000186233.1
Gm28826	ENSMUST00000190006.1
Gm4852	ENSMUST00000121202.1
Gm38090	ENSMUST00000195733.1
Mir6350	ENSMUST00000183639.1
Gm18117	ENSMUST00000187720.1
Gm37196	ENSMUST00000194762.1
Gm8337	ENSMUST00000187358.1
Gm22419	ENSMUST00000178780.1
Gm23829	ENSMUST00000157392.1
Gm19206	ENSMUST00000186401.1
Gm5974	ENSMUST00000181607.1
Gm23240	ENSMUST00000083009.1
Gm28830	ENSMUST00000188192.1
Gm8354	ENSMUST00000189223.1
Gm19124	ENSMUST00000191041.1
Gm8357	ENSMUST00000181115.1
Gm22693	ENSMUST00000175049.1
Gm28740	ENSMUST00000186142.1
Gm8367	ENSMUST00000186145.1
C230029F24Rik	ENSMUST00000188673.6
Gm6757	ENSMUST00000189810.1
Gm3605	ENSMUST00000185858.1
Gm28388	ENSMUST00000186262.1
Gm8384	ENSMUST00000190905.1
4933411E06Rik	ENSMUST00000186016.1
Gm8391	ENSMUST00000185632.1
Gm27330	ENSMUST00000184689.1
Gm29665	ENSMUST00000191457.1
Gm20118	ENSMUST00000187207.1
Gm25843	ENSMUST00000122582.1
Gm28321	ENSMUST00000187677.1
Tmeff2	ENSMUST00000114565.7
Tmeff2	ENSMUST00000081851.3
Gm28322	ENSMUST00000185627.1
Gm25736	ENSMUST00000175165.1
Gm28319	ENSMUST00000189560.1
Gm28320	ENSMUST00000187777.1
Gm29325	ENSMUST00000190705.1
9330175M20Rik	ENSMUST00000189867.1
Cavin2	ENSMUST00000051572.7
Gm5253	ENSMUST00000187104.1
1700072G22Rik	ENSMUST00000189460.1
Nabp1	ENSMUST00000027279.11
Nabp1	ENSMUST00000186684.6
Nabp1	ENSMUST00000188204.6
Nabp1	ENSMUST00000188051.6
Nabp1	ENSMUST00000185534.1
Gm17767	ENSMUST00000190169.1
Gm17767	ENSMUST00000189410.1
Gm37535	ENSMUST00000194442.1
Gm28055	ENSMUST00000189576.1
Myo1b	ENSMUST00000046390.13
Myo1b	ENSMUST00000114537.8
Myo1b	ENSMUST00000114541.7
Myo1b	ENSMUST00000018561.13
Gm29453	ENSMUST00000186428.1
Gm28323	ENSMUST00000186817.1
Gm8419	ENSMUST00000189886.1
Gm27607	ENSMUST00000185162.1
Gm8420	ENSMUST00000097103.4
Stat4	ENSMUST00000168302.7
Stat4	ENSMUST00000027277.6
Gm28177	ENSMUST00000185516.1
Gm3940	ENSMUST00000105087.1
Gm31812	ENSMUST00000210323.1
Stat1	ENSMUST00000186574.6
Stat1	ENSMUST00000070968.13
Stat1	ENSMUST00000191435.6
Stat1	ENSMUST00000186857.6
Stat1	ENSMUST00000189347.6
Stat1	ENSMUST00000186057.6
Gm18301	ENSMUST00000185261.1
Gls	ENSMUST00000114513.8
Gls	ENSMUST00000114512.7
Gls	ENSMUST00000114510.7
Gm5975	ENSMUST00000185256.1
Gm23460	ENSMUST00000083258.1
Nab1	ENSMUST00000186764.6
Nab1	ENSMUST00000069792.13
Nab1	ENSMUST00000170269.1
Gm5976	ENSMUST00000180794.1
Rps27a-ps1	ENSMUST00000191424.1
Gm553	ENSMUST00000189527.1
Gm28178	ENSMUST00000188544.1
Gm5527	ENSMUST00000179821.2
Nemp2	ENSMUST00000165859.7
Gm37242	ENSMUST00000191873.1
Mfsd6	ENSMUST00000156876.7
Mfsd6	ENSMUST00000087701.3
Gm29670	ENSMUST00000190228.1
Gm28650	ENSMUST00000188413.1
Inpp1	ENSMUST00000027271.8
Hibch	ENSMUST00000159352.7
Hibch	ENSMUST00000044478.6
Gm16107	ENSMUST00000162523.1
1700019D03Rik	ENSMUST00000050567.10
1700019D03Rik	ENSMUST00000114492.7
1700019D03Rik	ENSMUST00000114493.1
1700019D03Rik	ENSMUST00000191441.1
1700019D03Rik	ENSMUST00000190831.6
1700019D03Rik	ENSMUST00000186266.1
1700019D03Rik	ENSMUST00000190726.1
Mstn	ENSMUST00000027269.6
Mstn	ENSMUST00000191197.1
Gm24349	ENSMUST00000158709.1
1700019A02Rik	ENSMUST00000072235.9
1700019A02Rik	ENSMUST00000190748.1
Pms1	ENSMUST00000027267.13
Gm28777	ENSMUST00000191402.1
Ormdl1	ENSMUST00000027266.3
Gm28778	ENSMUST00000190734.1
Osgepl1	ENSMUST00000027265.9
Osgepl1	ENSMUST00000114484.7
Gm28551	ENSMUST00000144660.2
Gm18800	ENSMUST00000188688.6
Gm18800	ENSMUST00000186588.1
Asnsd1	ENSMUST00000027264.9
Asnsd1	ENSMUST00000123519.8
Gm50478	ENSMUST00000236737.1
Gm28779	ENSMUST00000189678.1
Gm6799	ENSMUST00000186919.1
Gm6801	ENSMUST00000190697.1
Dnah7a	ENSMUST00000094964.6
Gm25240	ENSMUST00000174916.1
Stk17b	ENSMUST00000027263.13
Gm37863	ENSMUST00000194911.1
Hecw2	ENSMUST00000120904.7
Hecw2	ENSMUST00000087659.10
Hecw2	ENSMUST00000097741.2
Mir7681	ENSMUST00000184834.1
Gm24251	ENSMUST00000157324.1
Gm37633	ENSMUST00000192858.1
Gm25829	ENSMUST00000178275.1
Ccdc150	ENSMUST00000027128.10
Ccdc150	ENSMUST00000163072.7
Gtf3c3	ENSMUST00000041638.7
Gm34066	ENSMUST00000210156.1
Pgap1	ENSMUST00000097739.4
Gm36955	ENSMUST00000194316.1
Gm19637	ENSMUST00000185933.1
Ankrd44	ENSMUST00000179030.7
Ankrd44	ENSMUST00000044359.15
4930444A19Rik	ENSMUST00000190007.6
4930444A19Rik	ENSMUST00000188243.1
Gm37370	ENSMUST00000191996.1
Gm24053	ENSMUST00000158620.1
A130048G24Rik	ENSMUST00000193052.1
Sf3b1	ENSMUST00000027127.13
E330011M16Rik	ENSMUST00000193614.1
Coq10b	ENSMUST00000087617.10
Coq10b	ENSMUST00000027125.6
Gm17971	ENSMUST00000190239.1
Hspd1	ENSMUST00000027123.14
Hspe1	ENSMUST00000075242.6
Gm5147	ENSMUST00000185999.1
Gm16581	ENSMUST00000160730.1
Mob4	ENSMUST00000159311.7
Mob4	ENSMUST00000162364.7
Gm6822	ENSMUST00000161440.1
Rftn2	ENSMUST00000027121.14
Rftn2	ENSMUST00000114428.2
Gm10561	ENSMUST00000181563.1
Mars2	ENSMUST00000061334.9
Boll	ENSMUST00000114423.6
Boll	ENSMUST00000087585.9
Boll	ENSMUST00000159398.1
Gm8292	ENSMUST00000162574.1
Gm29138	ENSMUST00000191444.1
Gm8531	ENSMUST00000188319.1
Plcl1	ENSMUST00000042986.9
Gm38056	ENSMUST00000193928.1
Gm6644	ENSMUST00000186507.1
Gm37382	ENSMUST00000193032.1
9130227L01Rik	ENSMUST00000189293.1
Gm36986	ENSMUST00000195320.1
1700003I22Rik	ENSMUST00000186048.1
Gm28900	ENSMUST00000185232.1
Gm28240	ENSMUST00000187560.1
Hsfy2	ENSMUST00000062085.5
Satb2	ENSMUST00000042857.13
Satb2	ENSMUST00000114415.9
Satb2	ENSMUST00000177424.1
9130024F11Rik	ENSMUST00000135238.3
9130024F11Rik	ENSMUST00000187927.1
9130024F11Rik	ENSMUST00000185204.1
9130024F11Rik	ENSMUST00000187858.1
Gm4081	ENSMUST00000195287.1
Gm23943	ENSMUST00000179712.1
1700126A01Rik	ENSMUST00000185283.1
BC055402	ENSMUST00000190488.1
Gm5254	ENSMUST00000188353.1
4930558J18Rik	ENSMUST00000181949.2
1700066M21Rik	ENSMUST00000042734.2
Tyw5	ENSMUST00000162686.7
Maip1	ENSMUST00000027114.5
Gm22371	ENSMUST00000104588.1
Gm24014	ENSMUST00000157728.1
Gm8581	ENSMUST00000188636.1
Gm37373	ENSMUST00000194005.1
Gm17929	ENSMUST00000186851.1
Spats2l	ENSMUST00000163239.7
Spats2l	ENSMUST00000170139.7
Spats2l	ENSMUST00000164302.7
Spats2l	ENSMUST00000167085.7
Spats2l	ENSMUST00000169772.2
Gm17234	ENSMUST00000172128.1
Kctd18	ENSMUST00000164963.7
Kctd18	ENSMUST00000114410.9
Sgo2a	ENSMUST00000027202.8
Aox1	ENSMUST00000001027.6
Aox3	ENSMUST00000040999.13
Aox3	ENSMUST00000162011.2
Gm24548	ENSMUST00000158650.1
Aox4	ENSMUST00000040442.5
Gm15759	ENSMUST00000161126.1
Aox2	ENSMUST00000114366.2
Gm37607	ENSMUST00000194925.1
Bzw1	ENSMUST00000050552.14
Bzw1	ENSMUST00000186949.1
Clk1	ENSMUST00000034868.13
Ppil3	ENSMUST00000117069.7
Ppil3	ENSMUST00000114348.7
Ppil3	ENSMUST00000081677.11
Ppil3	ENSMUST00000114345.8
Nif3l1	ENSMUST00000087521.12
Nif3l1	ENSMUST00000114337.7
Nif3l1	ENSMUST00000171597.1
Orc2	ENSMUST00000027198.11
Orc2	ENSMUST00000114325.7
Gm23966	ENSMUST00000179823.1
Gm15834	ENSMUST00000129740.2
Gm15834	ENSMUST00000139825.1
Fam126b	ENSMUST00000161600.7
Fam126b	ENSMUST00000097724.9
Fam126b	ENSMUST00000038372.13
Ndufb3	ENSMUST00000027193.8
Gm29389	ENSMUST00000191562.1
Gm18802	ENSMUST00000186270.1
Cbx3-ps7	ENSMUST00000081455.5
Flacc1	ENSMUST00000188772.6
Flacc1	ENSMUST00000191565.6
Flacc1	ENSMUST00000055313.13
Gm20257	ENSMUST00000185352.1
Gm20257	ENSMUST00000188643.1
Gm28803	ENSMUST00000190385.1
Cflar	ENSMUST00000097722.8
Cflar	ENSMUST00000114313.7
Cflar	ENSMUST00000114309.7
Cflar	ENSMUST00000069333.7
Gm3841	ENSMUST00000191399.1
Casp8	ENSMUST00000027189.14
Casp8	ENSMUST00000191201.6
Casp8	ENSMUST00000165549.7
Casp8	ENSMUST00000190213.1
Gm37760	ENSMUST00000194726.1
Gm28802	ENSMUST00000188624.1
Trak2	ENSMUST00000027186.11
Trak2	ENSMUST00000174120.1
Stradb	ENSMUST00000114296.7
Stradb	ENSMUST00000027185.10
C2cd6	ENSMUST00000238601.1
C2cd6	ENSMUST00000238949.1
C2cd6	ENSMUST00000097080.3
AC169382.1	ENSMUST00000054653.8
Gm29018	ENSMUST00000188707.1
Gm29018	ENSMUST00000191356.1
Gm25502	ENSMUST00000104428.1
Tmem237	ENSMUST00000094917.9
Tmem237	ENSMUST00000087475.10
Tmem237	ENSMUST00000186794.6
G730003C15Rik	ENSMUST00000189096.1
Mpp4	ENSMUST00000191200.6
Mpp4	ENSMUST00000078874.13
Mpp4	ENSMUST00000114275.8
Mpp4	ENSMUST00000066374.13
Mpp4	ENSMUST00000186477.1
Gm29017	ENSMUST00000190598.1
Gm19125	ENSMUST00000188408.1
Als2	ENSMUST00000027178.12
Als2	ENSMUST00000163058.1
Cdk15	ENSMUST00000160662.7
Cdk15	ENSMUST00000114248.2
Gm29016	ENSMUST00000187523.1
Gm37737	ENSMUST00000195013.1
Fzd7	ENSMUST00000114246.3
Gm26813	ENSMUST00000180778.1
Gm973	ENSMUST00000114243.7
Gm28411	ENSMUST00000191318.6
Gm28411	ENSMUST00000189864.1
1700122D07Rik	ENSMUST00000186973.1
Sumo1	ENSMUST00000091374.8
Sumo1	ENSMUST00000185265.1
Gm24545	ENSMUST00000158651.1
D430013B06Rik	ENSMUST00000192922.1
Gm29596	ENSMUST00000185710.1
Nop58	ENSMUST00000027174.9
Nop58	ENSMUST00000191142.6
Snord70	ENSMUST00000104157.1
Gm26293	ENSMUST00000104170.1
Gm26287	ENSMUST00000158887.3
Snord11	ENSMUST00000158468.3
Bmpr2	ENSMUST00000087435.6
Gm38125	ENSMUST00000194136.1
Gm37977	ENSMUST00000193096.1
Fam117b	ENSMUST00000036540.11
Gm37531	ENSMUST00000191628.1
Gm18829	ENSMUST00000188150.1
Ica1l	ENSMUST00000027172.12
Ica1l	ENSMUST00000191251.6
Ica1l	ENSMUST00000189776.1
Wdr12	ENSMUST00000027173.14
Wdr12	ENSMUST00000122038.7
Wdr12	ENSMUST00000117438.7
Carf	ENSMUST00000187978.6
Carf	ENSMUST00000180952.7
Carf	ENSMUST00000027171.11
Gm15464	ENSMUST00000118718.1
Nbeal1	ENSMUST00000160834.7
Gm29332	ENSMUST00000190829.1
Cyp20a1	ENSMUST00000060608.12
6030460B20Rik	ENSMUST00000191764.1
Abi2	ENSMUST00000052332.14
Abi2	ENSMUST00000188594.6
Abi2	ENSMUST00000188618.6
Abi2	ENSMUST00000189980.6
Abi2	ENSMUST00000187709.6
Raph1	ENSMUST00000140485.7
Raph1	ENSMUST00000027168.11
Raph1	ENSMUST00000090293.10
Gm11575	ENSMUST00000122243.1
Gm11576	ENSMUST00000117433.1
Gm11578	ENSMUST00000118530.1
Gm38388	ENSMUST00000195569.1
Gm23762	ENSMUST00000158348.1
Gm11577	ENSMUST00000118030.1
Eif4a-ps4	ENSMUST00000122226.1
Cd28	ENSMUST00000027165.2
Gm11579	ENSMUST00000145502.1
2310016D23Rik	ENSMUST00000130082.1
Gm37198	ENSMUST00000195593.1
Gm11609	ENSMUST00000121926.1
Gm11581	ENSMUST00000122024.1
Gm38137	ENSMUST00000193735.1
Ctla4	ENSMUST00000027164.8
Ctla4	ENSMUST00000097720.3
Rpl18-ps1	ENSMUST00000121555.1
Gm11582	ENSMUST00000121041.1
Icos	ENSMUST00000027162.11
Icos	ENSMUST00000102827.3
Gm37039	ENSMUST00000193733.1
Rpl17-ps1	ENSMUST00000119156.1
Gm11590	ENSMUST00000118999.1
Gm11591	ENSMUST00000120063.1
Gm28083	ENSMUST00000186533.1
Gm11587	ENSMUST00000128274.2
9530026F06Rik	ENSMUST00000141000.1
Gm11588	ENSMUST00000141758.1
Gm25839	ENSMUST00000158921.1
Gm28449	ENSMUST00000187655.1
Gm36943	ENSMUST00000194422.1
Gm28094	ENSMUST00000185262.1
4930587A21Rik	ENSMUST00000128588.1
Pard3b	ENSMUST00000075374.9
Pard3b	ENSMUST00000046673.10
Pard3b	ENSMUST00000094906.3
Gm37205	ENSMUST00000194820.1
Gm38012	ENSMUST00000193022.1
Gm38278	ENSMUST00000194715.1
Pard3bos1	ENSMUST00000138535.7
Gm38075	ENSMUST00000191979.1
Gm29640	ENSMUST00000187972.1
Gm29641	ENSMUST00000188955.1
Pard3bos2	ENSMUST00000127498.2
Gm38351	ENSMUST00000195466.1
Pard3bos3	ENSMUST00000147177.1
Gm29084	ENSMUST00000185587.1
Gm11600	ENSMUST00000119592.1
Gm11599	ENSMUST00000118720.1
Nrp2	ENSMUST00000102822.8
Nrp2	ENSMUST00000075144.11
Nrp2	ENSMUST00000027112.12
Nrp2	ENSMUST00000114155.7
Nrp2	ENSMUST00000063594.12
Nrp2	ENSMUST00000114157.2
Gm29083	ENSMUST00000189205.1
Gm37121	ENSMUST00000192219.1
Gm4208	ENSMUST00000189802.1
Ino80d	ENSMUST00000165066.7
Ino80d	ENSMUST00000172416.7
Ino80d	ENSMUST00000097718.8
Gm44468	ENSMUST00000199516.1
Gm24942	ENSMUST00000158328.1
Rps13-ps7	ENSMUST00000122045.1
Rps27-ps1	ENSMUST00000118179.1
Ino80dos	ENSMUST00000186436.1
Ino80dos	ENSMUST00000138611.7
Ino80dos	ENSMUST00000188602.1
Gm20342	ENSMUST00000185480.1
Ndufs1	ENSMUST00000027111.14
Ndufs1	ENSMUST00000168099.8
Gm24557	ENSMUST00000104692.2
Eef1b2	ENSMUST00000129339.7
Eef1b2	ENSMUST00000188524.1
Gm27390	ENSMUST00000184516.1
Gm26457	ENSMUST00000082678.2
Gm26457	ENSMUST00000199062.1
Snora41	ENSMUST00000082668.1
Gpr1	ENSMUST00000050536.13
Gm27512	ENSMUST00000175328.3
Platr12	ENSMUST00000141027.1
Platr12	ENSMUST00000189722.1
1700039I01Rik	ENSMUST00000194370.1
Gm11608	ENSMUST00000153049.7
Gm24513	ENSMUST00000174964.1
Zdbf2	ENSMUST00000239483.1
Zdbf2	ENSMUST00000114132.7
Zdbf2	ENSMUST00000029025.8
Gm23448	ENSMUST00000083151.2
Gm11606	ENSMUST00000120706.1
Gm11605	ENSMUST00000120413.1
Adam23	ENSMUST00000087374.9
Adam23	ENSMUST00000114103.7
Adam23	ENSMUST00000114107.2
Gm22281	ENSMUST00000157198.1
Gm39653	ENSMUST00000226288.1
Dytn	ENSMUST00000090313.4
Gm12748	ENSMUST00000120763.1
Mdh1b	ENSMUST00000114094.2
Fastkd2	ENSMUST00000027103.6
4933402D24Rik	ENSMUST00000027102.1
Gm13751	ENSMUST00000120280.1
Gm13754	ENSMUST00000120486.2
Gm13749	ENSMUST00000133244.1
Klf7	ENSMUST00000114086.7
Klf7	ENSMUST00000055001.9
Mir6899	ENSMUST00000184798.1
Gm13748	ENSMUST00000149820.1
Gm13750	ENSMUST00000117621.1
Gm28981	ENSMUST00000190863.1
Gm25748	ENSMUST00000175487.1
Gm28980	ENSMUST00000187877.1
Creb1	ENSMUST00000185594.6
Creb1	ENSMUST00000171164.7
Creb1	ENSMUST00000187811.6
Creb1	ENSMUST00000049932.11
Creb1	ENSMUST00000087366.10
Creb1	ENSMUST00000190348.1
Mettl21a	ENSMUST00000114079.8
Mettl21a	ENSMUST00000053469.1
Gm28982	ENSMUST00000186895.1
Gm29152	ENSMUST00000189284.1
2810408I11Rik	ENSMUST00000150749.1
2810408I11Rik	ENSMUST00000122813.1
Ccnyl1	ENSMUST00000114077.7
Ccnyl1	ENSMUST00000187170.6
Ccnyl1	ENSMUST00000094898.4
Fzd5	ENSMUST00000063982.6
Fzd5	ENSMUST00000116133.3
Gm38058	ENSMUST00000194323.1
Plekhm3	ENSMUST00000097713.1
Rpl31-ps24	ENSMUST00000181350.1
Rpl10a-ps1	ENSMUST00000120360.1
Gm24788	ENSMUST00000104283.1
Akr1cl	ENSMUST00000162800.7
